Date,Open,High,Low,Close,Adj Close,Volume
2022-05-29,0.000447,0.000466,0.000447,0.000460,0.000460,48
2022-05-30,0.000460,0.000486,0.000460,0.000474,0.000474,0
2022-05-31,0.000474,0.000492,0.000474,0.000489,0.000489,1457
2022-06-01,0.000489,0.000498,0.000459,0.000461,0.000461,3868
2022-06-02,0.000461,0.000479,0.000457,0.000476,0.000476,2914
2022-06-03,0.000476,0.000480,0.000452,0.000458,0.000458,393
2022-06-04,0.000458,0.000466,0.000453,0.000461,0.000461,117
2022-06-05,0.000461,0.000466,0.000454,0.000462,0.000462,63
2022-06-06,0.000462,0.000477,0.000443,0.000451,0.000451,520
2022-06-07,0.000451,0.000453,0.000419,0.000445,0.000445,507
2022-06-08,0.000445,0.000448,0.000438,0.000440,0.000440,190
2022-06-09,0.000440,0.000447,0.000437,0.000441,0.000441,340
2022-06-10,0.000441,0.000452,0.000431,0.000435,0.000435,146
2022-06-11,0.000435,0.000436,0.000435,0.000436,0.000436,0
2022-06-12,0.000436,0.000436,0.000384,0.000408,0.000408,0
2022-06-13,0.000408,0.000408,0.000328,0.000336,0.000336,127
2022-06-14,0.000336,0.000350,0.000310,0.000339,0.000339,129
2022-06-15,0.000339,0.000357,0.000304,0.000355,0.000355,231
2022-06-16,0.000355,0.000362,0.000318,0.000320,0.000320,217
2022-06-17,0.000320,0.000340,0.000320,0.000335,0.000335,0
2022-06-18,0.000335,0.000335,0.000335,0.000335,0.000335,0
2022-06-19,0.000335,0.000335,0.000335,0.000335,0.000335,0
2022-06-20,0.000335,0.000335,0.000335,0.000335,0.000335,0
2022-06-21,0.000335,0.000335,0.000335,0.000335,0.000335,0
2022-06-22,0.000335,0.000335,0.000335,0.000335,0.000335,0
2022-06-23,0.000335,0.000349,0.000328,0.000343,0.000343,0
2022-06-24,0.000343,0.000370,0.000343,0.000368,0.000368,62
2022-06-25,0.000368,0.000369,0.000351,0.000364,0.000364,61
2022-06-26,0.000364,0.000369,0.000356,0.000357,0.000357,36
2022-06-27,0.000357,0.000369,0.000352,0.000357,0.000357,226
2022-06-28,0.000357,0.000370,0.000347,0.000349,0.000349,185
2022-06-29,0.000349,0.000352,0.000346,0.000351,0.000351,0
2022-06-30,0.000351,0.000351,0.000322,0.000333,0.000333,133
2022-07-01,0.000333,0.000346,0.000326,0.000330,0.000330,136
2022-07-02,0.000330,0.000333,0.000326,0.000329,0.000329,0
2022-07-03,0.000329,0.000329,0.000329,0.000329,0.000329,0
2022-07-04,0.000329,0.000329,0.000329,0.000329,0.000329,0
2022-07-05,0.000329,0.000329,0.000329,0.000329,0.000329,0
2022-07-06,0.000329,0.000329,0.000329,0.000329,0.000329,0
2022-07-07,0.000329,0.000329,0.000329,0.000329,0.000329,0
2022-07-08,0.000329,0.000377,0.000329,0.000369,0.000369,0
2022-07-09,0.000369,0.000373,0.000366,0.000369,0.000369,140
2022-07-10,0.000369,0.000371,0.000352,0.000356,0.000356,149
2022-07-11,0.000356,0.000357,0.000347,0.000351,0.000351,0
2022-07-12,0.000351,0.000351,0.000351,0.000351,0.000351,0
2022-07-13,0.000351,0.000351,0.000333,0.000350,0.000350,37
2022-07-14,0.000350,0.000364,0.000345,0.000361,0.000361,38
2022-07-15,0.000361,0.000368,0.000357,0.000361,0.000361,35
2022-07-16,0.000361,0.000380,0.000355,0.000378,0.000378,65
2022-07-17,0.000378,0.000388,0.000374,0.000375,0.000375,140
2022-07-18,0.000375,0.000400,0.000375,0.000399,0.000399,118
2022-07-19,0.000399,0.000403,0.000393,0.000393,0.000393,0
2022-07-20,0.000393,0.000393,0.000393,0.000393,0.000393,0
2022-07-21,0.000393,0.000403,0.000384,0.000403,0.000403,623
2022-07-22,0.000403,0.000411,0.000399,0.000402,0.000402,0
2022-07-23,0.000402,0.000411,0.000384,0.000395,0.000395,38
2022-07-24,0.000395,0.000405,0.000391,0.000399,0.000399,18
2022-07-25,0.000399,0.000399,0.000371,0.000371,0.000371,46
2022-07-26,0.000371,0.000377,0.000363,0.000377,0.000377,46
2022-07-27,0.000377,0.000381,0.000374,0.000381,0.000381,0
2022-07-28,0.000381,0.000381,0.000381,0.000381,0.000381,0
2022-07-29,0.000381,0.000458,0.000381,0.000447,0.000447,73
2022-07-30,0.000447,0.000455,0.000433,0.000436,0.000436,169
2022-07-31,0.000436,0.000451,0.000427,0.000430,0.000430,141
2022-08-01,0.000430,0.000440,0.000423,0.000432,0.000432,60
2022-08-02,0.000432,0.000434,0.000418,0.000425,0.000425,0
2022-08-03,0.000425,0.000463,0.000425,0.000452,0.000452,49
2022-08-04,0.000452,0.000474,0.000452,0.000472,0.000472,24
2022-08-05,0.000472,0.000487,0.000469,0.000476,0.000476,361
2022-08-06,0.000476,0.000486,0.000473,0.000476,0.000476,7
2022-08-07,0.000476,0.000491,0.000467,0.000488,0.000488,0
2022-08-08,0.000488,0.000488,0.000488,0.000488,0.000488,0
2022-08-09,0.000488,0.000495,0.000473,0.000491,0.000491,5
2022-08-10,0.000491,0.000492,0.000475,0.000480,0.000480,0
2022-08-11,0.000480,0.000480,0.000480,0.000480,0.000480,0
2022-08-12,0.000480,0.000480,0.000480,0.000480,0.000480,0
2022-08-13,0.000480,0.000480,0.000480,0.000480,0.000480,0
2022-08-14,0.000480,0.000488,0.000478,0.000480,0.000480,22
2022-08-15,0.000480,0.000493,0.000475,0.000482,0.000482,82
2022-08-16,0.000482,0.000485,0.000470,0.000474,0.000474,386
2022-08-17,0.000474,0.000484,0.000456,0.000457,0.000457,269
2022-08-18,0.000457,0.000463,0.000443,0.000446,0.000446,5
2022-08-19,0.000446,0.000446,0.000416,0.000417,0.000417,0
2022-08-20,0.000417,0.000429,0.000415,0.000423,0.000423,18
2022-08-21,0.000423,0.000453,0.000423,0.000451,0.000451,4
2022-08-22,0.000451,0.000454,0.000432,0.000448,0.000448,0
2022-08-23,0.000448,0.000448,0.000448,0.000448,0.000448,0
2022-08-24,0.000448,0.000448,0.000439,0.000443,0.000443,2
2022-08-25,0.000443,0.000456,0.000443,0.000450,0.000450,6
2022-08-26,0.000450,0.000450,0.000415,0.000417,0.000417,7
2022-08-27,0.000417,0.000424,0.000410,0.000415,0.000415,0
2022-08-28,0.000415,0.000423,0.000413,0.000413,0.000413,3
2022-08-29,0.000412,0.000427,0.000408,0.000427,0.000427,0
2022-08-30,0.000427,0.000434,0.000415,0.000422,0.000422,201
2022-08-31,0.000422,0.000433,0.000418,0.000418,0.000418,87
2022-09-01,0.000418,0.000420,0.000407,0.000417,0.000417,11
2022-09-02,0.000417,0.000424,0.000412,0.000416,0.000416,9
2022-09-03,0.000416,0.000417,0.000413,0.000414,0.000414,0
2022-09-04,0.000414,0.000420,0.000414,0.000418,0.000418,76
2022-09-05,0.000418,0.000421,0.000411,0.000416,0.000416,0
2022-09-06,0.000416,0.000416,0.000416,0.000416,0.000416,0
2022-09-07,0.000416,0.000416,0.000416,0.000416,0.000416,0
2022-09-08,0.000416,0.000423,0.000415,0.000421,0.000421,71
2022-09-09,0.000421,0.000444,0.000421,0.000441,0.000441,71
2022-09-10,0.000441,0.000449,0.000439,0.000448,0.000448,153
2022-09-11,0.000448,0.000449,0.000440,0.000444,0.000444,6
2022-09-12,0.000444,0.000452,0.000440,0.000444,0.000444,454
2022-09-13,0.000444,0.000450,0.000418,0.000419,0.000419,0
2022-09-14,0.000419,0.000419,0.000419,0.000419,0.000419,0
2022-09-15,0.000419,0.000419,0.000419,0.000419,0.000419,0
2022-09-16,0.000419,0.000419,0.000411,0.000414,0.000414,26
2022-09-17,0.000414,0.000422,0.000414,0.000421,0.000421,0
2022-09-18,0.000422,0.000423,0.000399,0.000401,0.000401,18
2022-09-19,0.000401,0.000414,0.000388,0.000413,0.000413,13
2022-09-20,0.000413,0.000414,0.000403,0.000404,0.000404,62
2022-09-21,0.000403,0.000417,0.000395,0.000399,0.000399,3
2022-09-22,0.000399,0.000408,0.000398,0.000408,0.000408,0
2022-09-23,0.000408,0.000408,0.000408,0.000408,0.000408,0
2022-09-24,0.000408,0.000420,0.000408,0.000415,0.000415,11
2022-09-25,0.000416,0.000424,0.000412,0.000416,0.000416,2
2022-09-26,0.000416,0.000420,0.000411,0.000413,0.000413,0
2022-09-27,0.000413,0.000431,0.000409,0.000412,0.000412,18
2022-09-28,0.000411,0.000428,0.000403,0.000424,0.000424,0
2022-09-29,0.000425,0.000425,0.000425,0.000425,0.000425,0
2022-09-30,0.000425,0.000425,0.000425,0.000425,0.000425,0
2022-10-01,0.000425,0.000425,0.000425,0.000425,0.000425,0
2022-10-02,0.000425,0.000425,0.000425,0.000425,0.000425,0
2022-10-03,0.000425,0.000425,0.000425,0.000425,0.000425,0
2022-10-04,0.000425,0.000425,0.000425,0.000425,0.000425,0
2022-10-05,0.000425,0.000425,0.000425,0.000425,0.000425,0
2022-10-06,0.861720,0.873721,0.847433,0.850509,0.850509,68485329
2022-10-07,0.850601,0.854032,0.835317,0.846860,0.846860,44041151
2022-10-08,0.846719,0.853209,0.826952,0.835075,0.835075,33437848
2022-10-09,0.835182,0.848577,0.833921,0.843743,0.843743,29768021
2022-10-10,0.843795,0.850546,0.753886,0.753886,0.753886,59530065
2022-10-11,0.753637,0.767616,0.735821,0.739090,0.739090,62977247
2022-10-12,0.739171,0.760462,0.739102,0.747642,0.747642,30878290
2022-10-13,0.747635,0.753988,0.657799,0.732416,0.732416,90254644
2022-10-14,0.732414,0.756321,0.705413,0.717313,0.717313,48709098
2022-10-15,0.717418,0.717418,0.680731,0.685422,0.685422,35901153
2022-10-16,0.685444,0.707113,0.685444,0.698337,0.698337,33158849
2022-10-17,0.698282,0.764029,0.687801,0.762512,0.762512,52951331
2022-10-18,0.762630,0.771695,0.725078,0.740487,0.740487,69316940
2022-10-19,0.740431,0.744386,0.686746,0.689922,0.689922,52026698
2022-10-20,0.689955,0.706407,0.660215,0.671978,0.671978,44036808
2022-10-21,0.671921,0.746579,0.639492,0.730302,0.730302,68276028
2022-10-22,0.730045,0.751764,0.711509,0.748115,0.748115,65456168
2022-10-23,0.748032,0.853279,0.733653,0.831955,0.831955,115560378
2022-10-24,0.831855,0.882882,0.795593,0.843445,0.843445,124913598
2022-10-25,0.842692,1.046202,0.828216,0.974642,0.974642,253752589
2022-10-26,0.974504,1.169913,0.965306,1.115023,1.115023,313414986
2022-10-27,1.115104,1.149100,1.059977,1.071709,1.071709,222676215
2022-10-28,1.071242,1.226710,1.038134,1.152490,1.152490,240655579
2022-10-29,1.151969,1.199612,1.062042,1.083687,1.083687,227612672
2022-10-30,1.083892,1.111724,1.013388,1.043325,1.043325,143605706
2022-10-31,1.043029,1.078566,1.011280,1.037198,1.037198,122223743
2022-11-01,1.037117,1.061331,0.992601,1.003119,1.003119,92409168
2022-11-02,1.003117,1.043948,0.952223,1.028670,1.028670,144869877
2022-11-03,1.028650,1.150095,1.028609,1.118601,1.118601,181757847
2022-11-04,1.118140,1.385328,1.100052,1.348852,1.348852,371480917
2022-11-05,1.351079,1.397991,1.273278,1.313600,1.313600,244532476
2022-11-06,1.313856,1.352435,1.253000,1.288439,1.288439,172185994
2022-11-07,1.288863,1.383344,1.208183,1.311339,1.311339,195563088
2022-11-08,1.311137,1.322502,0.889908,0.964653,0.964653,391624103
2022-11-09,0.964765,0.970808,0.774621,0.789344,0.789344,246507101
2022-11-10,0.788628,1.094074,0.773532,1.043221,1.043221,244791283
2022-11-11,1.042166,1.055503,0.927279,1.017825,1.017825,178500586
2022-11-12,1.017999,1.020100,0.910883,0.918770,0.918770,75295836
2022-11-13,0.918912,0.951356,0.873284,0.900596,0.900596,83170005
2022-11-14,0.901392,0.978582,0.839915,0.923663,0.923663,113419349
2022-11-15,0.924036,0.949951,0.905125,0.933607,0.933607,66106596
2022-11-16,0.934069,0.957690,0.876205,0.899654,0.899654,62779252
2022-11-17,0.899814,0.904679,0.868803,0.888979,0.888979,49999447
2022-11-18,0.888897,0.924386,0.882043,0.916427,0.916427,56054805
2022-11-19,0.915696,0.937725,0.889626,0.931196,0.931196,38627963
2022-11-20,0.931121,0.940573,0.843799,0.847666,0.847666,47076829
2022-11-21,0.847687,0.850686,0.805127,0.845643,0.845643,69512555
2022-11-22,0.845370,0.872130,0.809003,0.859126,0.859126,54545842
2022-11-23,0.859203,0.946099,0.844565,0.930725,0.930725,71125568
2022-11-24,0.930878,0.961906,0.917748,0.946705,0.946705,64723936
2022-11-25,0.946683,0.946683,0.907869,0.921508,0.921508,33333855
2022-11-26,0.921418,0.944556,0.897708,0.907127,0.907127,35273909
2022-11-27,0.907021,0.923142,0.882719,0.884106,0.884106,28846463
2022-11-28,0.883950,0.889935,0.844013,0.871528,0.871528,37178569
2022-11-29,0.871512,0.904287,0.863205,0.891186,0.891186,32159186
2022-11-30,0.891253,1.013103,0.891253,1.002905,1.002905,74429967
2022-12-01,1.003063,1.082224,1.001285,1.055407,1.055407,97445845
2022-12-02,1.056492,1.131444,1.038798,1.107343,1.107343,88758155
2022-12-03,1.107488,1.113576,1.039371,1.041077,1.041077,44125833
2022-12-04,1.040917,1.070239,1.015957,1.070239,1.070239,49591171
2022-12-05,1.070068,1.090480,1.005860,1.028005,1.028005,54516493
2022-12-06,1.028023,1.065965,1.016446,1.059667,1.059667,42452326
2022-12-07,1.059753,1.068177,0.992773,1.022955,1.022955,51980883
2022-12-08,1.023071,1.089604,1.005345,1.079722,1.079722,56232225
2022-12-09,1.079710,1.113841,1.060750,1.068678,1.068678,80510076
2022-12-10,1.068522,1.084524,1.041216,1.047048,1.047048,38520308
2022-12-11,1.047184,1.065174,1.014708,1.015600,1.015600,32619770
2022-12-12,1.015478,1.043699,0.990223,1.043699,1.043699,48130598
2022-12-13,1.043770,1.143999,1.001850,1.134808,1.134808,103794185
2022-12-14,1.135460,1.188807,1.130998,1.149509,1.149509,108751311
2022-12-15,1.149493,1.162955,1.045683,1.065879,1.065879,71839839
2022-12-16,1.065869,1.085394,0.928417,0.944026,0.944026,109872455
2022-12-17,0.944376,0.956414,0.903315,0.945149,0.945149,64329747
2022-12-18,0.945250,0.957949,0.923584,0.926552,0.926552,34814464
2022-12-19,0.926646,0.944234,0.873945,0.883035,0.883035,47180620
2022-12-20,0.883373,0.978545,0.881020,0.972705,0.972705,71928975
2022-12-21,0.972477,0.976713,0.950473,0.961794,0.961794,46530818
2022-12-22,0.961897,0.964378,0.901967,0.949891,0.949891,52967040
2022-12-23,0.949925,0.964353,0.946011,0.954147,0.954147,34340044
2022-12-24,0.954170,0.958983,0.928786,0.932718,0.932718,24509421
2022-12-25,0.932726,0.936940,0.907736,0.932602,0.932602,29568219
2022-12-26,0.932949,0.948965,0.922816,0.948847,0.948847,24709650
2022-12-27,0.948871,0.961293,0.925431,0.939755,0.939755,43907956
2022-12-28,0.939793,0.942299,0.892029,0.895891,0.895891,58115911
2022-12-29,0.896025,0.920117,0.883531,0.914536,0.914536,39535782
2022-12-30,0.914517,0.915195,0.899530,0.912491,0.912491,44822602
2022-12-31,0.912337,0.930472,0.907333,0.917185,0.917185,26060037
2023-01-01,0.917129,0.929462,0.910184,0.923119,0.923119,21844459
2023-01-02,0.923100,0.972011,0.911050,0.957858,0.957858,47937792
2023-01-03,0.957888,0.981120,0.947056,0.956446,0.956446,51385425
2023-01-04,0.956440,1.052065,0.954195,1.029816,1.029816,79166866
2023-01-05,1.029728,1.039669,1.011195,1.023539,1.023539,60672298
2023-01-06,1.023535,1.095647,0.986274,1.085900,1.085900,122175345
2023-01-07,1.085859,1.126321,1.081033,1.095470,1.095470,113663377
2023-01-08,1.095481,1.262512,1.072312,1.260857,1.260857,154748335
2023-01-09,1.260728,1.348194,1.236988,1.254069,1.254069,200241183
2023-01-10,1.253868,1.287094,1.221883,1.266481,1.266481,117951542
2023-01-11,1.266294,1.291080,1.209279,1.280020,1.280020,112077174
2023-01-12,1.378449,1.412979,1.252465,1.392710,1.392710,235553975
2023-01-13,1.392609,1.642516,1.366560,1.591749,1.591749,251765925
2023-01-14,1.591635,1.775066,1.524932,1.725040,1.725040,376203405
2023-01-15,1.725901,1.878035,1.620396,1.823836,1.823836,241386717
2023-01-16,1.823775,1.866916,1.726881,1.790414,1.790414,211229972
2023-01-17,1.790981,1.890021,1.732864,1.734703,1.734703,178838725
2023-01-18,1.734827,1.790241,1.618829,1.665501,1.665501,214200020
2023-01-19,1.664708,1.752356,1.631348,1.750463,1.750463,131055218
2023-01-20,1.749728,2.153093,1.720283,2.151573,2.151573,249358452
2023-01-21,2.152543,2.463562,2.075592,2.204627,2.204627,505349615
2023-01-22,2.202980,2.477434,2.128589,2.182641,2.182641,309663530
2023-01-23,2.182320,2.304073,2.116910,2.175455,2.175455,258282434
2023-01-24,2.173887,2.345879,1.955757,1.993794,1.993794,253365955
2023-01-25,1.994118,2.522706,1.944929,2.382783,2.382783,542812633
2023-01-26,2.382091,2.476457,2.158264,2.219405,2.219405,321279558
2023-01-27,2.219536,2.371781,2.119114,2.271117,2.271117,280630205
2023-01-28,2.271662,2.363086,2.126840,2.187365,2.187365,199917462
2023-01-29,2.187766,2.443736,2.137233,2.376976,2.376976,229996458
2023-01-30,2.377568,2.383102,2.067017,2.127364,2.127364,287886010
2023-01-31,2.127280,2.251219,2.079811,2.169502,2.169502,178396562
2023-02-01,2.169136,2.777721,2.124215,2.722159,2.722159,539163261
2023-02-02,2.721261,3.106632,2.673541,2.788865,2.788865,562996376
2023-02-03,2.787561,3.209331,2.778712,3.097768,3.097768,578112971
2023-02-04,3.096776,3.137843,2.964062,2.992508,2.992508,311334798
2023-02-05,2.992031,3.066904,2.805358,2.935817,2.935817,336672453
2023-02-06,2.937352,3.102013,2.770459,2.905937,2.905937,402798846
2023-02-07,2.903710,3.073002,2.898268,3.029360,3.029360,454126509
2023-02-08,3.028243,3.167466,2.689662,2.759745,2.759745,469832563
2023-02-09,2.760420,2.825490,2.333765,2.398645,2.398645,588776020
2023-02-10,2.398983,2.451142,2.304916,2.415018,2.415018,382216684
2023-02-11,2.415196,2.514295,2.351719,2.491779,2.491779,240439391
2023-02-12,2.491586,2.538294,2.312585,2.336095,2.336095,217988924
2023-02-13,2.335275,2.347435,2.087868,2.220633,2.220633,354158261
2023-02-14,2.218610,2.438472,2.162191,2.423754,2.423754,392962944
2023-02-15,2.424206,2.851911,2.366318,2.820199,2.820199,430368137
2023-02-16,2.819498,2.981232,2.608263,2.616087,2.616087,538490453
2023-02-17,2.618573,2.862572,2.613927,2.795855,2.795855,483803619
2023-02-18,2.795300,2.843770,2.722714,2.778869,2.778869,211116495
2023-02-19,2.778912,2.835003,2.573990,2.575770,2.575770,294978225
2023-02-20,2.577292,2.688606,2.508090,2.595224,2.595224,273438208
2023-02-21,2.596321,2.642858,2.447040,2.516868,2.516868,253617666
2023-02-22,2.516984,2.787439,2.351281,2.699092,2.699092,475658829
2023-02-23,2.700896,3.051440,2.698263,2.883005,2.883005,816221906
2023-02-24,2.882545,3.262183,2.844914,3.059217,3.059217,1131748605
2023-02-25,3.060303,3.100660,2.646188,2.756050,2.756050,611918002
2023-02-26,2.756281,3.030710,2.729367,3.012772,3.012772,435361945
2023-02-27,3.012106,3.090616,2.824359,2.898462,2.898462,415061523
2023-02-28,2.898240,2.927865,2.657627,2.700007,2.700007,314478984
2023-03-01,2.700110,2.829073,2.686882,2.769172,2.769172,242747476
2023-03-02,2.769443,2.791105,2.602806,2.723721,2.723721,251536385
2023-03-03,2.723806,2.729351,2.478665,2.541600,2.541600,317367173
2023-03-04,2.541733,2.566038,2.263543,2.362446,2.362446,197760112
2023-03-05,2.363266,2.511295,2.341374,2.430166,2.430166,212217067
2023-03-06,2.429861,2.560390,2.385271,2.515380,2.515380,200543896
2023-03-07,2.515319,2.572378,2.320638,2.400579,2.400579,270412412
2023-03-08,2.400493,2.410707,2.188116,2.232562,2.232562,269934232
2023-03-09,2.233061,2.378015,2.116473,2.198627,2.198627,354042634
2023-03-10,2.198865,2.256438,1.967019,2.139111,2.139111,425973854
2023-03-11,null,null,null,null,null,null
2023-03-12,1.892276,1.915278,1.873233,1.878429,1.878429,375206848
